#,ID_Year_Color,Movie_ID,Title,Year,IMDB score,Tomatometer,Popcornmeter,Director,Director Score,Budget,Gross Worldwide,Sentiment Analysis Score,Ticket Profit,Budget_num,Gross_num,Profit_num,Profit_Loss
245,5_2_B,shrek_2,Shrek 2,2004,7.4,89,69,Andrew Adamson,7.08,"$150,000,000","$932,533,592",45.35,"$316,266,796",150000000,932533592,316266796,Profit
246,5_3_B,shrek_3,Shrek the Third,2007,6.1,41,52,Chris Miller,5.67,"$160,000,000","$808,310,187",55.32,"$244,155,094",160000000,808310187,244155094,Profit
247,5_4_B,shrek_4,Shrek Forever After,2010,6.3,58,54,Mike Mitchell,5.93,"$165,000,000","$752,600,867",51.19,"$211,300,434",165000000,752600867,211300434,Profit
248,6_1_B,ironman_1,Iron Man,2008,7.9,94,91,Jon Favreau,6.88,"$140,000,000","$585,796,247",45.3,"$152,898,124",140000000,585796247,152898124,Profit
249,6_2_B,ironman_2,Iron Man 2,2010,6.9,72,71,Jon Favreau,6.88,"$200,000,000","$623,933,331",55.04,"$111,966,666",200000000,623933331,111966666,Profit
250,6_3_B,ironman_3,Iron Man 3,2013,7.1,79,78,Shane Black,6.62,"$200,000,000","$1,215,577,205",68.05,"$407,788,603",200000000,1215577205,407788603,Profit
251,7_1_B,wolverine_1,X-Men Origins: Wolverine,2009,6.5,37,58,Gavin Hood,6.68,"$150,000,000","$373,062,864",52.33,"$36,531,432",150000000,373062864,36531432,Profit
252,7_2_B,wolverine_2,The Wolverine,2013,6.7,71,69,James Mangold,7.16,"$120,000,000","$414,828,246",60.86,"$87,414,123",120000000,414828246,87414123,Profit
253,7_3_B,wolverine_3,Logan,2017,8.1,93,91,James Mangold,7.16,"$97,000,000","$619,180,476",76.62,"$212,590,238",97000000,619180476,212590238,Profit
254,8_1_B,pirates_1,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,79,86,Gore Verbinski,6.96,"$140,000,000","$654,264,546",48.14,"$187,132,273",140000000,654264546,187132273,Profit
255,8_2_B,pirates_2,Pirates of the Caribbean: Dead Man’s Chest,2006,7.4,53,72,Gore Verbinski,6.96,"$225,000,000","$1,066,179,747",57.12,"$308,089,874",225000000,1066179747,308089874,Profit
256,8_3_B,pirates_3,Pirates of the Caribbean: At World’s End,2007,7.1,43,72,Gore Verbinski,6.96,"$300,000,000","$961,691,209",67.44,"$180,845,605",300000000,961691209,180845605,Profit
257,8_4_B,pirates_4,Pirates of the Caribbean: On Stranger Tides,2011,6.6,32,54,Rob Marshall,6.67,"$250,000,000","$1,046,721,266",52.39,"$273,360,633",250000000,1046721266,273360633,Profit
258,8_5_B,pirates_5,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,30,60,Joachim Rønning,6.77,"$230,000,000","$795,922,298",46.14,"$167,961,149",230000000,795922298,167961149,Profit
259,9_1_B,grudge_1,The Grudge,2004,5.9,41,46,Takashi Shimizu,5.44,"$10,000,000","$187,281,115",40.55,"$83,640,558",10000000,187281115,83640558,Profit
260,9_2_B,grudge_2,The Grudge 2,2006,5.1,12,40,Takashi Shimizu,5.44,"$20,000,000","$70,711,175",39.56,"$15,355,588",20000000,70711175,15355588,Profit
261,9_3_B,grudge_3,The Grudge 3,2009,4.6,0,27,Toby Wilkins,5.35,"$5,000,000","$1,869,127",41.22,"-$4,065,437",5000000,1869127,-4065437,Loss
262,9_4_B,grudge_4,The Grudge,2020,4.4,20,23,Nicolas Pesce,5.37,"$10,000,000","$49,511,319",35.78,"$14,755,660",10000000,49511319,14755660,Profit
263,10_1_B,oceans_1,Ocean’s Eleven,2001,7.7,83,80,Steven Soderbergh,6.55,"$85,000,000","$450,717,150",62.72,"$140,358,575",85000000,450717150,140358575,Profit
264,10_2_B,oceans_2,Ocean’s Twelve,2004,6.5,55,60,Steven Soderbergh,6.55,"$110,000,000","$362,744,280",53.98,"$71,372,140",110000000,362744280,71372140,Profit
265,10_3_B,oceans_3,Ocean’s Thirteen,2007,6.9,70,75,Steven Soderbergh,6.55,"$85,000,000","$311,312,624",44.7,"$70,656,312",85000000,311312624,70656312,Profit
266,11_1_B,kungfupanda_1,Kung Fu Panda,2008,7.6,87,83,Mark Osborne,7.03,"$130,000,000","$632,384,787",47.31,"$186,192,394",130000000,632384787,186192394,Profit
267,11_2_B,kungfupanda_2,Kung Fu Panda 2,2011,7.3,82,74,Jennifer Yuh Nelson,6.7,"$150,000,000","$665,692,281",48.69,"$182,846,141",150000000,665692281,182846141,Profit
268,11_3_B,kungfupanda_3,Kung Fu Panda 3,2016,7.1,87,79,Jennifer Yuh Nelson,6.7,"$145,000,000","$521,170,825",57.89,"$115,585,413",145000000,521170825,115585413,Profit
269,11_4_B,kungfupanda_4,Kung Fu Panda 4,2024,6.3,71,84,Mike Mitchell,5.93,"$85,000,000","$547,946,428",46.22,"$188,973,214",85000000,547946428,188973214,Profit
270,12_1_B,cars_1,Cars,2006,7.3,74,80,John Lasseter,7.38,"$120,000,000","$461,996,328",55.31,"$110,998,164",120000000,461996328,110998164,Profit
271,12_2_B,cars_2,Cars 2,2011,6.2,40,50,John Lasseter,7.38,"$200,000,000","$559,853,036",54.26,"$79,926,518",200000000,559853036,79926518,Profit
272,12_3_B,cars_3,Cars 3,2017,6.7,70,69,Brian Fee,6.7,"$175,000,000","$383,930,656",40.59,"$16,965,328",175000000,383930656,16965328,Profit
273,13_1_B,narnia_1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,76,61,Andrew Adamson,7.08,"$180,000,000","$745,013,115",56.56,"$192,506,558",180000000,745013115,192506558,Profit
274,13_2_B,narnia_2,The Chronicles of Narnia: Prince Caspian,2008,6.5,66,73,Andrew Adamson,7.08,"$225,000,000","$419,665,568",64.61,"-$15,167,216",225000000,419665568,-15167216,Loss
275,13_3_B,narnia_3,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,50,58,Michael Apted,6.62,"$155,000,000","$415,686,217",43.63,"$52,843,109",155000000,415686217,52843109,Profit
276,14_1_B,hangover_1,The Hangover,2009,7.7,79,84,Todd Phillips,6.74,"$35,000,000","$469,329,059",54.13,"$199,664,530",35000000,469329059,199664530,Profit
277,14_2_B,hangover_2,The Hangover Part II,2011,6.5,35,52,Todd Phillips,6.74,"$80,000,000","$586,764,305",62.13,"$213,382,153",80000000,586764305,213382153,Profit
278,14_3_B,hangover_3,The Hangover Part III,2013,5.9,21,44,Todd Phillips,6.74,"$103,000,000","$362,000,072",42.61,"$78,000,036",103000000,362000072,78000036,Profit
279,15_1_B,fastfurious_1,The Fast and the Furious,2001,6.8,55,74,Rob Cohen,5.74,"$38,000,000","$207,517,995",56.22,"$65,758,998",38000000,207517995,65758998,Profit
280,15_2_B,fastfurious_2,2 Fast 2 Furious,2003,5.9,37,50,John Singleton,6.43,"$76,000,000","$236,353,236",54.89,"$42,176,618",76000000,236353236,42176618,Profit
281,15_3_B,fastfurious_3,The Fast and the Furious: Tokyo Drift,2006,6.1,38,69,Justin Lin,6.43,"$85,000,000","$158,968,749",56.37,"-$5,515,626",85000000,158968749,-5515626,Loss
282,15_4_B,fastfurious_4,Fast & Furious,2009,6.5,28,67,Justin Lin,6.43,"$85,000,000","$360,405,638",57.51,"$95,202,819",85000000,360405638,95202819,Profit
283,15_5_B,fastfurious_5,Fast Five,2011,7.3,77,83,Justin Lin,6.43,"$125,000,000","$626,140,012",39.16,"$188,070,006",125000000,626140012,188070006,Profit
284,15_6_B,fastfurious_6,Fast & Furious 6,2013,7,71,84,Justin Lin,6.43,"$160,000,000","$788,683,342",55.95,"$234,341,671",160000000,788683342,234341671,Profit
285,15_7_B,fastfurious_7,Furious 7,2015,7.1,82,82,James Wan,6.69,"$190,000,000","$1,515,342,457",51.81,"$567,671,229",190000000,1515342457,567671229,Profit
286,15_8_B,fastfurious_8,The Fate of the Furious,2017,6.6,67,72,F. Gary Gray,6.63,"$250,000,000","$1,236,009,236",40.15,"$368,004,618",250000000,1236009236,368004618,Profit
287,15_9_B,fastfurious_9,Fast & Furious Presents: Hobbs & Shaw,2019,6.4,67,88,David Leitch,7,"$200,000,000","$760,732,926",36.03,"$180,366,463",200000000,760732926,180366463,Profit
288,15_10_B,fastfurious_10,F9: The Fast Saga,2021,5.2,59,82,Justin Lin,6.43,"$200,000,000","$726,229,501",38.28,"$163,114,751",200000000,726229501,163114751,Profit
289,15_11_B,fastfurious_11,Fast X,2023,5.7,56,84,Louis Leterrier,6.54,"$340,000,000","$704,875,015",53.21,"$12,437,508",340000000,704875015,12437508,Profit
290,16_1_B,crank_1,Crank,2006,6.9,62,71,Mark Neveldine,5.22,"$12,000,000","$42,931,041",56.74,"$9,465,521",12000000,42931041,9465521,Profit
291,16_2_B,crank_2,Crank: High Voltage,2009,6.1,64,49,Mark Neveldine,5.22,"$20,000,000","$34,572,541",53.4,"-$2,713,730",20000000,34572541,-2713730,Loss
292,17_1_B,stepup_1,Step Up,2006,6.5,22,83,Anne Fletcher,6.13,"$12,000,000","$114,197,742",52.36,"$45,098,871",12000000,114197742,45098871,Profit
293,17_2_B,stepup_2,Step Up 2: The Streets,2008,6.2,29,76,Jon M. Chu,5.47,"$17,500,000","$150,988,382",73.47,"$57,994,191",17500000,150988382,57994191,Profit
294,17_3_B,stepup_3,Step Up 3D,2010,6.2,47,64,Jon M. Chu,5.47,"$30,000,000","$159,291,809",54.79,"$49,645,905",30000000,159291809,49645905,Profit
295,17_4_B,stepup_4,Step Up Revolution,2012,6.4,40,68,Scott Speer,5.58,"$33,000,000","$140,470,746",59.09,"$37,235,373",33000000,140470746,37235373,Profit
296,17_5_B,stepup_5,Step Up: All In,2014,5.9,43,56,Trish Sie,5.92,"$45,000,000","$86,165,646",60.91,"-$1,917,177",45000000,86165646,-1917177,Loss
297,18_1_B,meetparents_1,Meet the Parents,2000,7,85,79,Jay Roach,6.54,"$55,000,000","$330,444,045",48.78,"$110,222,023",55000000,330444045,110222023,Profit
298,18_2_B,meetparents_2,Meet the Fockers,2004,6.4,38,58,Jay Roach,6.54,"$80,000,000","$522,657,936",53.19,"$181,328,968",80000000,522657936,181328968,Profit
299,18_3_B,meetparents_3,Little Fockers,2010,5.5,9,34,Paul Weitz,6.13,"$100,000,000","$310,650,585",47.13,"$55,325,293",100000000,310650585,55325293,Profit
300,19_1_B,bourne_1,The Bourne Identity,2002,7.8,84,93,Doug Liman,6.5,"$60,000,000","$214,034,224",53.94,"$47,017,112",60000000,214034224,47017112,Profit
301,19_2_B,bourne_2,The Bourne Supremacy,2004,7.7,81,90,Paul Greengrass,6.96,"$75,000,000","$292,542,992",55.24,"$71,271,496",75000000,292542992,71271496,Profit
302,19_3_B,bourne_3,The Bourne Ultimatum,2007,8,92,91,Paul Greengrass,6.96,"$110,000,000","$442,824,138",54.24,"$111,412,069",110000000,442824138,111412069,Profit
303,19_4_B,bourne_4,The Bourne Legacy,2012,6.6,56,58,Tony Gilroy,6.63,"$125,000,000","$276,144,750",56.61,"$13,072,375",125000000,276144750,13072375,Profit
304,19_5_B,bourne_5,Jason Bourne,2016,6.6,55,55,Paul Greengrass,6.96,"$120,000,000","$415,484,914",50.86,"$87,742,457",120000000,415484914,87742457,Profit
305,20_1_B,iceage_1,Ice Age,2002,7.5,76,82,Carlos Saldanha,6.49,"$59,000,000","$383,257,136",40.29,"$132,628,568",59000000,383257136,132628568,Profit
306,20_2_B,iceage_2,Ice Age: The Meltdown,2006,6.8,56,71,Carlos Saldanha,6.49,"$80,000,000","$667,318,416",37.37,"$253,659,208",80000000,667318416,253659208,Profit
307,20_3_B,iceage_3,Ice Age: Dawn of the Dinosaurs,2009,6.9,46,63,Carlos Saldanha,6.49,"$90,000,000","$886,686,817",74.88,"$353,343,409",90000000,886686817,353343409,Profit
308,20_4_B,iceage_4,Ice Age: Continental Drift,2012,6.5,37,61,Steve Martino,6.77,"$95,000,000","$877,244,782",39.65,"$343,622,391",95000000,877244782,343622391,Profit
309,20_5_B,iceage_5,Ice Age: Collision Course,2016,5.7,18,39,Galen T. Chu,5.7,"$105,000,000","$408,754,975",43.05,"$99,377,488",105000000,408754975,99377488,Profit
310,21_1_B,28later_1,28 Days Later,2002,7.5,87,85,Danny Boyle,6.33,"$8,000,000","$74,945,045",38.6,"$29,472,523",8000000,74945045,29472523,Profit
311,21_2_B,28later_2,28 Weeks Later,2007,6.8,73,66,Juan Carlos Fresnadillo,6.28,"$15,000,000","$72,304,846",47.22,"$21,152,423",15000000,72304846,21152423,Profit
312,21_3_B,28later_3,28 Years Later,2025,6.6,89,63,Danny Boyle,6.33,"$60,000,000","$151,308,832",54.42,"$15,654,416",60000000,151308832,15654416,Profit
313,22_1_B,nationaltreasure_1,National Treasure,2004,6.9,47,76,Jon Turteltaub,5.9,"$100,000,000","$347,512,530",63.21,"$73,756,265",100000000,347512530,73756265,Profit
314,22_2_B,nationaltreasure_2,National Treasure: Book of Secrets,2007,6.5,35,67,Jon Turteltaub,5.9,"$130,000,000","$459,242,249",58.2,"$99,621,125",130000000,459242249,99621125,Profit
315,23_1_B,hellboy_1,Hellboy,2004,6.9,81,66,Guillermo del Toro,7.09,"$66,000,000","$99,378,985",60.69,"-$16,310,508",66000000,99378985,-16310508,Loss
316,23_2_B,hellboy_2,Hellboy II: The Golden Army,2008,7,86,71,Guillermo del Toro,7.09,"$85,000,000","$168,319,243",52.86,"-$840,379",85000000,168319243,-840379,Loss
317,24_1_B,charliesangels_1,Charlie’s Angels,2000,5.6,68,45,McG,5.9,"$93,000,000","$264,105,545",50.53,"$39,052,773",93000000,264105545,39052773,Profit
318,24_2_B,charliesangels_2,Charlie’s Angels: Full Throttle,2003,5,41,40,McG,5.9,"$120,000,000","$259,175,788",53.87,"$9,587,894",120000000,259175788,9587894,Profit
319,25_1_B,incredibles_1,The Incredibles,2004,8,97,75,Brad Bird,7.6,"$92,000,000","$631,688,498",51.44,"$223,844,249",92000000,631688498,223844249,Profit
320,25_2_B,incredibles_2,Incredibles 2,2018,7.5,93,84,Brad Bird,7.6,"$200,000,000","$1,243,225,667",48.13,"$421,612,834",200000000,1243225667,421612834,Profit
321,26_1_B,killbill_1,Kill Bill: Vol. 1,2003,8.2,85,81,Quentin Tarantino,7.93,"$30,000,000","$180,908,413",54.87,"$60,454,207",30000000,180908413,60454207,Profit
322,26_2_B,killbill_2,Kill Bill: Vol. 2,2004,8,84,89,Quentin Tarantino,7.93,"$30,000,000","$152,162,123",50.66,"$46,081,062",30000000,152162123,46081062,Profit
323,27_1_B,ring_1,The Ring,2002,7.1,72,48,Gore Verbinski,6.96,"$48,000,000","$249,348,933",54.85,"$76,674,467",48000000,249348933,76674467,Profit
324,27_2_B,ring_2,The Ring Two,2005,5.4,21,33,Hideo Nakata,5.57,"$50,000,000","$163,995,949",51.08,"$31,997,975",50000000,163995949,31997975,Profit
325,27_3_B,ring_3,Rings,2017,4.5,8,23,F. Javier Gutiérrez,5.5,"$25,000,000","$83,080,890",51.52,"$16,540,445",25000000,83080890,16540445,Profit
326,28_1_B,finaldestination_1,Final Destination,2000,6.7,50,68,James Wong,5.25,"$23,000,000","$112,880,294",55.87,"$33,440,147",23000000,112880294,33440147,Profit
327,28_2_B,finaldestination_2,Final Destination 2,2003,6.2,52,58,David R. Ellis,5.33,"$26,000,000","$90,941,129",52.13,"$19,470,565",26000000,90941129,19470565,Profit
328,28_3_B,finaldestination_3,Final Destination 3,2006,5.9,44,57,James Wong,5.25,"$25,000,000","$118,890,272",55.82,"$34,445,136",25000000,118890272,34445136,Profit
329,28_4_B,finaldestination_4,The Final Destination,2009,5.1,28,35,David R. Ellis,5.33,"$40,000,000","$186,167,139",52.56,"$53,083,570",40000000,186167139,53083570,Profit
330,28_5_B,finaldestination_5,Final Destination 5,2011,5.9,64,53,Steven Quale,5.88,"$40,000,000","$157,887,643",48.92,"$38,943,822",40000000,157887643,38943822,Profit
331,28_6_B,finaldestination_6,Final Destination: Bloodlines,2025,6.7,92,86,Zach Lipovsky,5.45,"$50,000,000","$315,730,814",54.52,"$107,865,407",50000000,315730814,107865407,Profit
332,29_1_B,riddick_1,Pitch Black,2000,7,59,77,David Twohy,6.45,"$23,000,000","$53,187,659",49.92,"$3,593,830",23000000,53187659,3593830,Profit
333,29_2_B,riddick_2,The Chronicles of Riddick,2004,6.6,29,65,David Twohy,6.45,"$105,000,000","$115,900,534",54.58,"-$47,049,733",105000000,115900534,-47049733,Loss
334,29_3_B,riddick_3,Riddick,2013,6.4,58,56,David Twohy,6.45,"$38,000,000","$98,337,295",55.95,"$11,168,648",38000000,98337295,11168648,Profit
335,30_1_B,scarymovie_1,Scary Movie,2000,6.3,51,43,Keenen Ivory Wayans,5.78,"$19,000,000","$278,022,760",59.49,"$120,011,380",19000000,278022760,120011380,Profit
336,30_2_B,scarymovie_2,Scary Movie 2,2001,5.4,13,52,Keenen Ivory Wayans,5.78,"$45,000,000","$141,220,678",51.64,"$25,610,339",45000000,141220678,25610339,Profit
337,30_3_B,scarymovie_3,Scary Movie 3,2003,5.6,36,54,David Zucker,6.22,"$48,000,000","$220,673,217",57.07,"$62,336,609",48000000,220673217,62336609,Profit
338,30_4_B,scarymovie_4,Scary Movie 4,2006,5.1,34,51,David Zucker,6.22,"$45,000,000","$178,262,620",50.31,"$44,131,310",45000000,178262620,44131310,Profit
339,30_5_B,scarymovie_5,Scary Movie 5,2013,3.6,4,38,Malcolm D. Lee,5.75,"$20,000,000","$78,378,744",50.07,"$19,189,372",20000000,78378744,19189372,Profit
340,31_1_B,princessdiaries_1,The Princess Diaries,2001,6.4,49,68,Garry Marshall,6.03,"$26,000,000","$165,335,153",53.79,"$56,667,577",26000000,165335153,56667577,Profit
341,31_2_B,princessdiaries_2,The Princess Diaries 2: Royal Engagement,2004,5.9,25,59,Garry Marshall,6.03,"$40,000,000","$134,734,481",48.4,"$27,367,241",40000000,134734481,27367241,Profit
342,32_1_B,residentevil_1,Resident Evil,2002,6.6,36,67,Paul W.S. Anderson,5.7,"$33,000,000","$102,984,862",52.45,"$18,492,431",33000000,102984862,18492431,Profit
343,32_2_B,residentevil_2,Resident Evil: Apocalypse,2004,6.1,18,60,Alexander Witt,4.95,"$45,000,000","$129,342,769",53.33,"$19,671,385",45000000,129342769,19671385,Profit
344,32_3_B,residentevil_3,Resident Evil: Extinction,2007,6.2,24,58,Russell Mulcahy,5.7,"$45,000,000","$147,717,833",50.14,"$28,858,917",45000000,147717833,28858917,Profit
345,32_4_B,residentevil_4,Resident Evil: Afterlife,2010,5.8,21,48,Paul W.S. Anderson,5.7,"$60,000,000","$300,228,084",47.28,"$90,114,042",60000000,300228084,90114042,Profit
346,32_5_B,residentevil_5,Resident Evil: Retribution,2012,5.3,28,51,Paul W.S. Anderson,5.7,"$65,000,000","$240,159,255",56.23,"$55,079,628",65000000,240159255,55079628,Profit
347,32_6_B,residentevil_6,Resident Evil: The Final Chapter,2016,5.5,38,47,Paul W.S. Anderson,5.7,"$40,000,000","$312,242,626",58.64,"$116,121,313",40000000,312242626,116121313,Profit
348,33_1_B,unbreakable_1,Unbreakable,2000,7.3,70,77,M. Night Shyamalan,6,"$75,000,000","$248,118,121",56.59,"$49,059,061",75000000,248118121,49059061,Profit
349,33_2_B,unbreakable_2,Split,2016,7.3,79,79,M. Night Shyamalan,6,"$9,000,000","$278,454,417",58.45,"$130,227,209",9000000,278454417,130227209,Profit
350,33_3_B,unbreakable_3,Glass,2019,6.6,37,66,M. Night Shyamalan,6,"$20,000,000","$246,999,039",56.91,"$103,499,520",20000000,246999039,103499520,Profit
351,34_1_B,gladiator_1,Gladiator,2000,8.5,80,87,Ridley Scott,6.97,"$103,000,000","$465,516,248",57.74,"$129,758,124",103000000,465516248,129758124,Profit
352,34_2_B,gladiator_2,Gladiator II,2024,6.5,70,81,Ridley Scott,6.97,"$250,000,000","$462,180,717",50.13,"-$18,909,642",250000000,462180717,-18909642,Loss
353,35_1_B,monsters_1,"Monsters, Inc.",2001,8.1,96,90,Pete Docter,6,"$115,000,000","$579,772,590",52.89,"$174,886,295",115000000,579772590,174886295,Profit
354,35_2_B,monsters_2,Monsters University,2013,7.2,80,81,Dan Scanlon,7.3,"$200,000,000","$743,559,645",49.44,"$171,779,823",200000000,743559645,171779823,Profit
355,36_1_B,nightmuseum_1,Night at the Museum,2006,6.5,42,67,Shawn Levy,6.38,"$110,000,000","$574,482,479",53.88,"$177,241,240",110000000,574482479,177241240,Profit
356,36_2_B,nightmuseum_2,Night at the Museum: Battle of the Smithsonian,2009,6,43,47,Shawn Levy,6.38,"$150,000,000","$413,106,170",48.81,"$56,553,085",150000000,413106170,56553085,Profit
357,36_3_B,nightmuseum_3,Night at the Museum: Secret of the Tomb,2014,6.2,48,57,Shawn Levy,6.38,"$127,000,000","$363,204,635",53.83,"$54,602,318",127000000,363204635,54602318,Profit
358,37_1_B,madagascar_1,Madagascar,2005,6.9,55,67,Eric Darnell,6.7,"$75,000,000","$542,068,271",44.13,"$196,034,136",75000000,542068271,196034136,Profit
359,37_2_B,madagascar_2,Madagascar: Escape 2 Africa,2008,6.7,64,66,Eric Darnell,6.7,"$150,000,000","$603,900,354",50.33,"$151,950,177",150000000,603900354,151950177,Profit
360,37_3_B,madagascar_3,Madagascar 3: Europe’s Most Wanted,2012,6.8,78,72,Eric Darnell,6.7,"$145,000,000","$746,921,274",52.19,"$228,460,637",145000000,746921274,228460637,Profit
361,38_1_B,saw_1,Saw,2004,7.6,50,84,James Wan,6.69,"$1,200,000","$104,045,735",49.94,"$50,822,868",1200000,104045735,50822868,Profit
362,38_2_B,saw_2,Saw II,2005,6.6,39,59,Darren Lynn Bousman,5.36,"$4,000,000","$147,748,505",57.12,"$69,874,253",4000000,147748505,69874253,Profit
363,38_3_B,saw_3,Saw III,2006,6.2,28,71,Darren Lynn Bousman,5.36,"$10,000,000","$164,874,275",56.02,"$72,437,138",10000000,164874275,72437138,Profit
364,38_4_B,saw_4,Saw IV,2007,5.9,18,62,Darren Lynn Bousman,5.36,"$10,000,000","$139,352,633",56.89,"$59,676,317",10000000,139352633,59676317,Profit
365,38_5_B,saw_5,Saw V,2008,5.8,13,52,David Hackl,5.22,"$10,800,000","$113,864,059",51.09,"$46,132,030",10800000,113864059,46132030,Profit
366,38_6_B,saw_6,Saw VI,2009,6.1,39,53,Kevin Greutert,5.63,"$11,000,000","$68,234,154",49.77,"$23,117,077",11000000,68234154,23117077,Profit
367,39_1_B,transporter_1,The Transporter,2002,6.8,53,73,Louis Leterrier,6.54,"$21,000,000","$43,928,932",50.88,"$964,466",21000000,43928932,964466,Profit
368,39_2_B,transporter_2,Transporter 2,2005,6.3,52,58,Louis Leterrier,6.54,"$32,000,000","$89,083,229",55.86,"$12,541,615",32000000,89083229,12541615,Profit
369,39_3_B,transporter_3,Transporter 3,2008,6.1,40,48,Olivier Megaton,5.47,"$30,000,000","$108,979,549",53.58,"$24,489,775",30000000,108979549,24489775,Profit
370,40_1_B,flintstones_1,The Flintstones,1994,5,23,25,Brian Levant,4.99,"$46,000,000","$341,631,208",57.43,"$124,815,604",46000000,341631208,124815604,Profit
371,40_2_B,flintstones_2,The Flintstones in Viva Rock Vegas,2000,3.8,25,20,Brian Levant,4.99,"$83,000,000","$59,468,275",51.93,"-$53,265,863",83000000,59468275,-53265863,Loss
372,41_1_B,universalsoldier_1,Universal Soldier,1992,6.1,34,47,Roland Emmerich,5.69,"$23,000,000","$36,299,898",48.34,"-$4,850,051",23000000,36299898,-4850051,Loss
373,41_2_B,bradybunch_1,The Brady Bunch Movie,1995,6.2,63,47,Betty Thomas,5.85,"$12,000,000","$46,576,136",55.39,"$11,288,068",12000000,46576136,11288068,Profit
374,41_3_B,bradybunch_2,A Very Brady Sequel,1996,5.9,58,36,Arlene Sanford,5.63,"$12,000,000","$21,440,752",53.39,"-$1,279,624",12000000,21440752,-1279624,Loss
375,42_1_B,spykids_1,Spy Kids,2001,5.6,92,47,Robert Rodriguez,6.24,"$35,000,000","$147,934,180",47.74,"$38,967,090",35000000,147934180,38967090,Profit
376,42_2_B,spykids_2,Spy Kids 2: The Island of Lost Dreams,2002,5.3,75,40,Robert Rodriguez,7.24,"$38,000,000","$119,723,358",52.71,"$21,861,679",38000000,119723358,21861679,Profit
377,42_3_B,spykids_3,Spy Kids 3-D: Game Over,2003,4.4,45,25,Robert Rodriguez,8.24,"$38,000,000","$197,101,678",60.06,"$60,550,839",38000000,197101678,60550839,Profit
378,42_4_B,spykids_4,Spy Kids 4: All the Time in the World,2011,3.6,23,37,Robert Rodriguez,9.24,"$27,000,000","$85,564,310",51.67,"$15,782,155",27000000,85564310,15782155,Profit
379,43_1_B,happyfeet_1,Happy Feet,2006,6.4,76,70,Warren Coleman,6.83,"$100,000,000","$384,336,781",53.95,"$92,168,391",100000000,384336781,92168391,Profit
380,43_2_B,happyfeet_2,Happy Feet Two,2010,5.8,45,60,Gary Eck,5.8,"$135,000,000","$159,197,038",53.01,"-$55,401,481",135000000,159197038,-55401481,Loss
381,44_1_B,legallyblonde_1,Legally Blonde,2001,6.5,72,72,Robert Luketic,5.95,"$18,000,000","$141,778,365",54.57,"$52,889,183",18000000,141778365,52889183,Profit
382,44_2_B,legallyblonde_2,"Legally Blonde 2: Red, White & Blonde",2003,4.8,35,39,Charles Herman-Wurmfeld,5.48,"$45,000,000","$124,914,842",52.3,"$17,457,421",45000000,124914842,17457421,Profit
383,45_1_B,barbershop_1,Barbershop,2002,6.3,82,62,Tim Story,5.27,"$12,000,000","$77,063,924",50.35,"$26,531,962",12000000,77063924,26531962,Profit
384,45_2_B,barbershop_2,Barbershop 2: Back in Business,2004,5.7,69,48,Kevin Rodney Sullivan,5.81,"$30,000,000","$65,991,448",51.9,"$2,995,724",30000000,65991448,2995724,Profit
385,45_3_B,barbershop_3,Barbershop: The Next Cut,2016,5.9,91,66,Malcolm D. Lee,5.75,"$20,000,000","$55,658,961",53.69,"$7,829,481",20000000,55658961,7829481,Profit
386,46_1_B,cheaperbythedozen_1,Cheaper by the Dozen,2003,5.9,25,56,Shawn Levy,6.38,"$40,000,000","$190,538,630",54.95,"$55,269,315",40000000,190538630,55269315,Profit
387,46_2_B,cheaperbythedozen_2,Cheaper by the Dozen 2,2005,5.6,8,57,Adam Shankman,6.03,"$60,000,000","$130,154,568",48.3,"$5,077,284",60000000,130154568,5077284,Profit
388,47_1_B,misscongeniality_1,Miss Congeniality,2000,6.3,41,69,Donald Petrie,6.02,"$45,000,000","$212,758,130",58.13,"$61,379,065",45000000,212758130,61379065,Profit
389,47_2_B,misscongeniality_2,Miss Congeniality 2: Armed and Fabulous,2005,5.2,15,43,John Pasquin,6.32,"$45,000,000","$101,393,569",56.04,"$5,696,785",45000000,101393569,5696785,Profit
390,48_1_B,xxx_1,xXx,2002,5.9,48,58,Rob Cohen,5.74,"$70,000,000","$277,448,382",52.81,"$68,724,191",70000000,277448382,68724191,Profit
391,48_2_B,xxx_2,xXx: State of the Union,2005,4.5,17,32,Lee Tamahori,6.49,"$113,000,000","$71,410,636",49.64,"-$77,294,682",113000000,71410636,-77294682,Loss
392,48_3_B,xxx_3,xXx: Return of Xander Cage,2017,5.2,46,37,D.J. Caruso,5.97,"$85,000,000","$346,118,277",49.97,"$88,059,139",85000000,346118277,88059139,Profit
393,49_1_B,bridgetjones_1,Bridget Jones’s Diary,2001,6.8,80,81,Sharon Maguire,6.4,"$25,000,000","$281,996,961",59.7,"$115,998,481",25000000,281996961,115998481,Profit
394,49_2_B,bridgetjones_2,Bridget Jones: The Edge of Reason,2004,6,27,60,Beeban Kidron,6.34,"$40,000,000","$265,126,918",55.88,"$92,563,459",40000000,265126918,92563459,Profit
