#,ID_Year_Color,Movie_ID,Title,Year,IMDB score,Tomatometer,Popcornmeter,Director,Director Score,Budget,Gross Worldwide,Sentiment Analysis Score,Ticket Profit,Budget_num,Gross_num,Profit_num,Profit_Loss,SeriesID,SequelNo,Color,ProfitLabel
155,14_4_G,missionimpossible_4,Mission: Impossible – Ghost Protocol,2011,7.4,94.0,76,Brad Bird,7.6,"$145,000,000","$694,713,380",52.3,"$202,356,690",145000000,694713380,202356690,Profit,14,4,G,1
156,14_5_G,missionimpossible_5,Mission: Impossible – Rogue Nation,2015,7.4,94.0,87,Christopher McQuarrie,7.25,"$150,000,000","$710,916,403",54.23,"$205,458,202",150000000,710916403,205458202,Profit,14,5,G,1
157,14_6_G,missionimpossible_6,Mission: Impossible – Fallout,2018,7.7,98.0,89,Christopher McQuarrie,7.25,"$178,000,000","$824,171,374",59.94,"$234,085,687",178000000,824171374,234085687,Profit,14,6,G,1
158,14_7_G,missionimpossible_7,Mission: Impossible – Dead Reckoning Part One,2023,7.6,96.0,94,Christopher McQuarrie,7.25,"$291,000,000","$571,125,435",58.68,"-$5,437,283",291000000,571125435,-5437283,Loss,14,7,G,0
159,15_1_G,scream_1,Scream,1996,7.4,78.0,80,Wes Craven,7.7,"$14,000,000","$173,046,663",51.59,"$72,523,332",14000000,173046663,72523332,Profit,15,1,G,1
160,15_2_G,scream_2,Scream 2,1997,6.3,83.0,59,Wes Craven,7.7,"$24,000,000","$172,363,301",51.19,"$62,181,651",24000000,172363301,62181651,Profit,15,2,G,1
161,15_3_G,scream_3,Scream 3,2000,5.7,45.0,38,Wes Craven,7.7,"$40,000,000","$161,834,276",50.03,"$40,917,138",40000000,161834276,40917138,Profit,15,3,G,1
162,15_4_G,scream_4,Scream 4,2011,6.2,61.0,57,Wes Craven,7.7,"$40,000,000","$97,231,420",59.8,"$8,615,710",40000000,97231420,8615710,Profit,15,4,G,1
163,15_5_G,scream_5,Scream,2022,6.3,76.0,82,Matt Bettinelli-Olpin,5.99,"$24,000,000","$137,743,924",46.68,"$44,871,962",24000000,137743924,44871962,Profit,15,5,G,1
164,15_6_G,scream_6,Scream VI,2023,6.4,77.0,90,Matt Bettinelli-Olpin,5.99,"$35,000,000","$166,577,232",42.03,"$48,288,616",35000000,166577232,48288616,Profit,15,6,G,1
165,19_1_G,cityslickers_1,City Slickers,1991,6.8,87.0,65,Ron Underwood,5.5,"$27,000,000","$179,033,791",58.38,"$62,516,896",27000000,179033791,62516896,Profit,19,1,G,1
166,19_2_G,cityslickers_2,City Slickers II: The Legend of Curly's Gold,1994,5.6,12.0,31,Paul Weiland,5.8,"$40,000,000","$43,622,150",45.93,"-$18,188,925",40000000,43622150,-18188925,Loss,19,2,G,0
169,21_1_G,santaclause_1,The Santa Clause,1994,6.6,73.0,66,John Pasquin,6.32,"$22,000,000","$190,539,357",73.66,"$73,269,679",22000000,190539357,73269679,Profit,21,1,G,1
170,21_2_G,santaclause_2,The Santa Clause 2,2002,5.8,56.0,43,Michael Lembeck,5.22,"$65,000,000","$172,855,065",58.01,"$21,427,533",65000000,172855065,21427533,Profit,21,2,G,1
171,21_3_G,santaclause_3,The Santa Clause 3: The Escape Clause,2006,4.9,17.0,39,Michael Lembeck,5.22,"$12,000,000","$110,768,122",48.61,"$43,384,061",12000000,110768122,43384061,Profit,21,3,G,1
172,22_1_G,dumbanddumber_1,Dumb and Dumber,1994,7.3,69.0,84,Peter Farrelly,6.2,"$17,000,000","$247,290,327",58.65,"$106,645,164",17000000,247290327,106645164,Profit,22,1,G,1
173,22_2_G,dumbanddumber_2,Dumb and Dumberer: When Harry Met Lloyd,2003,3.5,10.0,23,Troy Miller,6.36,"$19,000,000","$39,267,515",51.5,"$633,758",19000000,39267515,633758,Profit,22,2,G,1
174,22_3_G,dumbanddumber_3,Dumb and Dumber To,2014,5.6,31.0,35,Bobby Farrelly,6.08,"$40,000,000","$169,837,010",52.13,"$44,918,505",40000000,169837010,44918505,Profit,22,3,G,1
175,23_1_G,badboys_1,Bad Boys,1995,6.8,46.0,78,Michael Bay,6.56,"$19,000,000","$141,407,024",57.36,"$51,703,512",19000000,141407024,51703512,Profit,23,1,G,1
176,23_2_G,badboys_2,Bad Boys II,2003,6.6,23.0,78,Michael Bay,6.56,"$130,000,000","$273,340,010",66.7,"$6,670,005",130000000,273340010,6670005,Profit,23,2,G,1
177,23_3_G,badboys_3,Bad Boys for Life,2020,6.5,76.0,96,Adil El Arbi,6.64,"$90,000,000","$426,505,244",47.1,"$123,252,622",90000000,426505244,123252622,Profit,23,3,G,1
178,23_4_G,badboys_4,Bad Boys: Ride or Die,2024,6.5,65.0,96,Adil El Arbi,6.64,"$100,000,000","$404,550,184",46.26,"$102,275,092",100000000,404550184,102275092,Profit,23,4,G,1
182,25_1_G,blade_1,Blade,1998,7.1,59.0,78,Stephen Norrington,6.05,"$45,000,000","$131,211,897",54.73,"$20,605,949",45000000,131211897,20605949,Profit,25,1,G,1
183,25_2_G,blade_2,Blade II,2002,6.7,57.0,68,Guillermo del Toro,7.09,"$54,000,000","$155,010,032",62.75,"$23,505,016",54000000,155010032,23505016,Profit,25,2,G,1
184,25_3_G,blade_3,Blade: Trinity,2004,5.8,24.0,58,David S. Goyer,5.63,"$65,000,000","$131,977,904",37.64,"$988,952",65000000,131977904,988952,Profit,25,3,G,1
185,26_1_G,rushhour_1,Rush Hour,1998,7.0,62.0,79,Brett Ratner,6.3,"$33,000,000","$244,721,064",63.11,"$89,360,532",33000000,244721064,89360532,Profit,26,1,G,1
186,26_2_G,rushhour_2,Rush Hour 2,2001,6.7,50.0,74,Brett Ratner,6.3,"$90,000,000","$347,325,802",59.58,"$83,662,901",90000000,347325802,83662901,Profit,26,2,G,1
187,26_3_G,rushhour_3,Rush Hour 3,2007,6.2,17.0,63,Brett Ratner,6.3,"$140,000,000","$258,097,122",51.88,"-$10,951,439",140000000,258097122,-10951439,Loss,26,3,G,0
188,27_1_G,mummy_1,The Mummy,1999,7.1,63.0,75,Stephen Sommers,6.1,"$80,000,000","$417,643,286",76.27,"$128,821,643",80000000,417643286,128821643,Profit,27,1,G,1
189,27_2_G,mummy_2,The Mummy Returns,2001,6.4,46.0,63,Stephen Sommers,6.1,"$98,000,000","$443,284,916",62.87,"$123,642,458",98000000,443284916,123642458,Profit,27,2,G,1
190,27_3_G,mummy_3,The Mummy: Tomb of the Dragon Emperor,2008,5.2,13.0,30,Rob Cohen,5.74,"$145,000,000","$403,449,830",54.99,"$56,724,915",145000000,403449830,56724915,Profit,27,3,G,1
191,28_1_G,americanpie_1,American Pie,1999,7.0,62.0,61,Paul Weitz,6.13,"$11,000,000","$235,483,004",68.09,"$106,741,502",11000000,235483004,106741502,Profit,28,1,G,1
192,28_2_G,americanpie_2,American Pie 2,2001,6.5,51.0,68,J.B. Rogers,5.4,"$30,000,000","$287,553,595",61.39,"$113,776,798",30000000,287553595,113776798,Profit,28,2,G,1
193,28_3_G,americanpie_3,American Wedding,2003,6.3,53.0,63,Jesse Dylan,5.75,"$55,000,000","$232,722,935",54.71,"$61,361,468",55000000,232722935,61361468,Profit,28,3,G,1
194,28_4_G,americanpie_4,American Reunion,2012,6.7,45.0,63,Jon Hurwitz,6.6,"$50,000,000","$234,989,584",45.81,"$67,494,792",50000000,234989584,67494792,Profit,28,4,G,1
195,29_1_G,problemchild_1,Problem Child,1990,5.5,0.0,43,Dennis Dugan,5.73,"$11,000,000","$72,270,891",44.47,"$25,135,446",11000000,72270891,25135446,Profit,29,1,G,1
196,29_2_G,problemchild_2,Problem Child 2,1991,4.9,7.0,42,Brian Levant,4.99,"$15,000,000","$32,704,700",39.67,"$1,352,350",15000000,32704700,1352350,Profit,29,2,G,1
197,30_1_G,independence_1,Independence Day,1996,7.0,69.0,75,Roland Emmerich,5.69,"$75,000,000","$817,400,891",55.72,"$333,700,446",75000000,817400891,333700446,Profit,30,1,G,1
198,30_2_G,independence_2,Independence Day: Resurgence,2016,5.2,28.0,30,Roland Emmerich,5.69,"$165,000,000","$389,681,935",27.49,"$29,840,968",165000000,389681935,29840968,Profit,30,2,G,1
199,31_1_G,spacejam_1,Space Jam,1996,6.5,44.0,63,Joe Pytka,6.65,"$80,000,000","$230,594,962",59.82,"$35,297,481",80000000,230594962,35297481,Profit,31,1,G,1
200,31_2_G,spacejam_2,Space Jam: A New Legacy,2021,4.5,25.0,79,Malcolm D. Lee,5.75,"$150,000,000","$163,692,228",55.75,"-$68,153,886",150000000,163692228,-68153886,Loss,31,2,G,0
201,36_1_G,iknow_1,I Know What You Did Last Summer,1997,5.8,47.0,41,Jim Gillespie,5.33,"$17,000,000","$125,586,134",55.47,"$45,793,067",17000000,125586134,45793067,Profit,36,1,G,1
202,36_2_G,iknow_2,I Still Know What You Did Last Summer,1998,4.8,10.0,29,Danny Cannon,5.65,"$65,000,000","$40,003,659",51.3,"-$44,998,171",65000000,40003659,-44998171,Loss,36,2,G,0
203,36_3_G,iknow_3,I'll Always Know What You Did Last Summer,2006,5.1,0.0,20,Jennifer Kaytin Robinson,5.87,"$18,000,000","$64,807,427",33.29,"$14,403,714",18000000,64807427,14403714,Profit,36,3,G,1
204,37_1_G,friday_1,Friday,1995,7.2,77.0,91,F. Gary Gray,6.64,"$3,500,000","$28,215,918",64.18,"$10,607,959",3500000,28215918,10607959,Profit,37,1,G,1
205,37_2_G,friday_2,Next Friday,2000,6.2,22.0,76,Steve Carr,5.1,"$11,000,000","$59,827,328",48.47,"$18,913,664",11000000,59827328,18913664,Profit,37,2,G,1
206,37_3_G,friday_3,Friday After Next,2002,5.8,25.0,75,Marcus Raboy,5.5,"$10,000,000","$33,526,835",43.07,"$6,763,418",10000000,33526835,6763418,Profit,37,3,G,1
207,38_1_G,blairwitch_1,The Blair Witch Project,1999,6.5,86.0,57,Daniel Myrick,6.18,"$60,000","$248,639,881",44.61,"$124,259,941",60000,248639881,124259941,Profit,38,1,G,1
208,38_2_G,blairwitch_2,Book of Shadows: Blair Witch 2,2000,4.1,14.0,18,Joe Berlinger,7.13,"$15,000,000","$47,737,094",43.09,"$8,868,547",15000000,47737094,8868547,Profit,38,2,G,1
209,38_3_G,blairwitch_3,Blair Witch,2016,5.0,38.0,31,Adam Wingard,5.3,"$5,000,000","$45,173,154",34.33,"$17,586,577",5000000,45173154,17586577,Profit,38,3,G,1
210,39_1_G,stuartlittle_1,Stuart Little,1999,6.0,66.0,41,Rob Minkoff,6.32,"$133,000,000","$300,135,367",40.61,"$17,067,684",133000000,300135367,17067684,Profit,39,1,G,1
211,39_2_G,stuartlittle_2,Stuart Little 2,2002,5.5,82.0,42,Rob Minkoff,6.32,"$120,000,000","$169,956,806",54.83,"-$35,021,597",120000000,169956806,-35021597,Loss,39,2,G,0
212,40_1_G,babe_1,Babe,1995,6.9,98.0,68,Chris Noonan,6.95,"$30,000,000","$254,134,910",57.98,"$97,067,455",30000000,254134910,97067455,Profit,40,1,G,1
213,40_2_G,babe_2,Babe: Pig in the City,1998,5.9,67.0,40,George Miller,6.78,"$90,000,000","$69,131,860",33.24,"-$55,434,070",90000000,69131860,-55434070,Loss,40,2,G,0
214,41_1_G,jumanji_1,Jumanji,1995,7.1,53.0,63,Joe Johnston,6.45,"$65,000,000","$262,821,940",65.25,"$66,410,970",65000000,262821940,66410970,Profit,41,1,G,1
215,41_2_G,jumanji_2,Jumanji: Welcome to the Jungle,2017,6.9,77.0,87,Jake Kasdan,6.95,"$90,000,000","$962,544,585",51.28,"$391,272,293",90000000,962544585,391272293,Profit,41,2,G,1
216,41_3_G,jumanji_3,Jumanji: The Next Level,2019,6.6,72.0,87,Jake Kasdan,6.95,"$125,000,000","$801,693,929",44.18,"$275,846,965",125000000,801693929,275846965,Profit,41,3,G,1
217,42_1_G,trainspotting_1,Trainspotting,1996,8.1,90.0,93,Danny Boyle,6.33,"$1,970,000","$16,992,984",53.98,"$6,526,492",1970000,16992984,6526492,Profit,42,1,G,1
218,42_2_G,trainspotting_2,T2 Trainspotting,2017,7.1,81.0,78,Danny Boyle,6.33,"$18,000,000","$41,681,746",58.76,"$2,840,873",18000000,41681746,2840873,Profit,42,2,G,1
219,43_1_G,basicinstinct_1,Basic Instinct,1992,7.1,56.0,64,Paul Verhoeven,6.82,"$49,000,000","$352,927,224",55.72,"$127,463,612",49000000,352927224,127463612,Profit,43,1,G,1
220,43_2_G,basicinstinct_2,Basic Instinct 2,2006,4.4,6.0,26,Michael Caton-Jones,6.43,"$70,000,000","$38,629,478",54.37,"-$50,685,261",70000000,38629478,-50685261,Loss,43,2,G,0
221,45_1_G,mortalkombat_1,Mortal Kombat,1995,5.8,44.0,58,Paul W.S. Anderson,5.7,"$18,000,000","$122,195,920",57.44,"$43,097,960",18000000,122195920,43097960,Profit,45,1,G,1
222,45_2_G,mortalkombat_2,Mortal Kombat: Annihilation,1997,3.6,4.0,24,John R. Leonetti,4.79,"$30,000,000","$51,376,861",54.36,"-$4,311,570",30000000,51376861,-4311570,Loss,45,2,G,0
223,46_1_G,zorro_1,The Mask of Zorro,1998,6.8,86.0,73,Martin Campbell,5.8,"$95,000,000","$250,288,523",66.17,"$30,144,262",95000000,250288523,30144262,Profit,46,1,G,1
224,46_2_G,zorro_2,The Legend of Zorro,2005,6.0,27.0,47,Martin Campbell,5.8,"$75,000,000","$142,400,065",55.68,"-$3,799,968",75000000,142400065,-3799968,Loss,46,2,G,0
225,47_1_G,urbanlegend_1,Urban Legend,1998,5.6,30.0,38,Jamie Blanks,5.35,"$14,000,000","$72,527,595",59.08,"$22,263,798",14000000,72527595,22263798,Profit,47,1,G,1
226,47_2_G,urbanlegend_2,Urban Legends: Final Cut,2000,4.4,12.0,20,John Ottman,4.4,"$14,000,000","$38,574,362",47.73,"$5,287,181",14000000,38574362,5287181,Profit,47,2,G,1
227,1_1_B,harrypotter_1,Harry Potter and the Sorcerer's Stone,2001,7.7,80.0,82,Chris Columbus,6.54,"$100,000,000","$882,933,392",62.23,"$341,466,696",100000000,882933392,341466696,Profit,1,1,B,1
228,1_2_B,harrypotter_2,Harry Potter and the Chamber of Secrets,2002,7.5,82.0,80,Chris Columbus,6.54,"$125,000,000","$1,028,538,783",56.68,"$389,269,392",125000000,1028538783,389269392,Profit,1,2,B,1
229,1_3_B,harrypotter_3,Harry Potter and the Prisoner of Azkaban,2004,7.9,91.0,86,Alfonso Cuarón,7.47,"$130,000,000","$810,004,984",58.19,"$275,002,492",130000000,810004984,275002492,Profit,1,3,B,1
230,1_4_B,harrypotter_4,Harry Potter and the Goblet of Fire,2005,7.7,88.0,74,Mike Newell,6.58,"$150,000,000","$899,649,442",59.98,"$299,824,721",150000000,899649442,299824721,Profit,1,4,B,1
231,1_5_B,harrypotter_5,Harry Potter and the Order of the Phoenix,2007,7.5,78.0,81,David Yates,7.0,"$150,000,000","$942,872,838",46.99,"$321,436,419",150000000,942872838,321436419,Profit,1,5,B,1
232,1_6_B,harrypotter_6,Harry Potter and the Half-Blood Prince,2009,7.6,83.0,78,David Yates,7.0,"$250,000,000","$941,056,063",42.56,"$220,528,032",250000000,941056063,220528032,Profit,1,6,B,1
233,1_7_B,harrypotter_7,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,76.0,85,David Yates,7.0,"$125,000,000","$960,858,478",63.19,"$355,429,239",125000000,960858478,355429239,Profit,1,7,B,1
234,1_8_B,harrypotter_8,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,96.0,89,David Yates,7.0,"$125,000,000","$1,342,505,340",65.79,"$546,252,670",125000000,1342505340,546252670,Profit,1,8,B,1
235,2_1_B,lotr_1,The Lord of the Rings: The Fellowship of the Ring,2001,8.9,92.0,95,Peter Jackson,7.7,"$93,000,000","$889,469,407",57.46,"$351,734,704",93000000,889469407,351734704,Profit,2,1,B,1
236,2_2_B,lotr_2,The Lord of the Rings: The Two Towers,2002,8.8,95.0,95,Peter Jackson,7.7,"$94,000,000","$938,828,326",39.8,"$375,414,163",94000000,938828326,375414163,Profit,2,2,B,1
237,2_3_B,lotr_3,The Lord of the Rings: The Return of the King,2003,9.0,94.0,86,Peter Jackson,7.7,"$94,000,001","$1,139,427,855",69.44,"$475,713,927",94000001,1139427855,475713927,Profit,2,3,B,1
238,3_1_B,spiderman_1,Spider-Man,2002,7.4,89.0,67,Sam Raimi,6.85,"$139,000,000","$826,571,038",36.0,"$274,285,519",139000000,826571038,274285519,Profit,3,1,B,1
239,3_2_B,spiderman_2,Spider-Man 2,2004,7.5,93.0,82,Sam Raimi,6.85,"$200,000,000","$785,311,897",59.18,"$192,655,949",200000000,785311897,192655949,Profit,3,2,B,1
240,3_3_B,spiderman_3,Spider-Man 3,2007,6.3,63.0,51,Sam Raimi,6.85,"$258,000,000","$892,448,390",57.12,"$188,224,195",258000000,892448390,188224195,Profit,3,3,B,1
241,4_1_B,darkknight_1,Batman Begins,2005,8.2,85.0,94,Christopher Nolan,8.18,"$150,000,000","$375,545,613",62.18,"$37,772,807",150000000,375545613,37772807,Profit,4,1,B,1
242,4_2_B,darkknight_2,The Dark Knight,2008,9.1,94.0,94,Christopher Nolan,8.18,"$185,000,000","$1,009,242,873",70.22,"$319,621,437",185000000,1009242873,319621437,Profit,4,2,B,1
243,4_3_B,darkknight_3,Batman The Dark Knight Rises,2012,8.4,87.0,90,Christopher Nolan,8.18,"$250,000,000","$1,115,050,227",59.22,"$307,525,114",250000000,1115050227,307525114,Profit,4,3,B,1
244,5_1_B,shrek_1,Shrek,2001,7.9,88.0,90,Andrew Adamson,7.08,"$60,000,000","$488,977,919",54.4,"$184,488,960",60000000,488977919,184488960,Profit,5,1,B,1
245,5_2_B,shrek_2,Shrek 2,2004,7.4,89.0,69,Andrew Adamson,7.08,"$150,000,000","$932,533,592",45.35,"$316,266,796",150000000,932533592,316266796,Profit,5,2,B,1
246,5_3_B,shrek_3,Shrek the Third,2007,6.1,41.0,52,Chris Miller,5.67,"$160,000,000","$808,310,187",55.32,"$244,155,094",160000000,808310187,244155094,Profit,5,3,B,1
247,5_4_B,shrek_4,Shrek Forever After,2010,6.3,58.0,54,Mike Mitchell,5.93,"$165,000,000","$752,600,867",51.19,"$211,300,434",165000000,752600867,211300434,Profit,5,4,B,1
248,6_1_B,ironman_1,Iron Man,2008,7.9,94.0,91,Jon Favreau,6.88,"$140,000,000","$585,796,247",45.3,"$152,898,124",140000000,585796247,152898124,Profit,6,1,B,1
249,6_2_B,ironman_2,Iron Man 2,2010,6.9,72.0,71,Jon Favreau,6.88,"$200,000,000","$623,933,331",55.04,"$111,966,666",200000000,623933331,111966666,Profit,6,2,B,1
250,6_3_B,ironman_3,Iron Man 3,2013,7.1,79.0,78,Shane Black,6.62,"$200,000,000","$1,215,577,205",68.05,"$407,788,603",200000000,1215577205,407788603,Profit,6,3,B,1
251,7_1_B,wolverine_1,X-Men Origins: Wolverine,2009,6.5,37.0,58,Gavin Hood,6.68,"$150,000,000","$373,062,864",52.33,"$36,531,432",150000000,373062864,36531432,Profit,7,1,B,1
252,7_2_B,wolverine_2,The Wolverine,2013,6.7,71.0,69,James Mangold,7.16,"$120,000,000","$414,828,246",60.86,"$87,414,123",120000000,414828246,87414123,Profit,7,2,B,1
253,7_3_B,wolverine_3,Logan,2017,8.1,93.0,91,James Mangold,7.16,"$97,000,000","$619,180,476",76.62,"$212,590,238",97000000,619180476,212590238,Profit,7,3,B,1
254,8_1_B,pirates_1,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,79.0,86,Gore Verbinski,6.96,"$140,000,000","$654,264,546",48.14,"$187,132,273",140000000,654264546,187132273,Profit,8,1,B,1
255,8_2_B,pirates_2,Pirates of the Caribbean: Dead Man’s Chest,2006,7.4,53.0,72,Gore Verbinski,6.96,"$225,000,000","$1,066,179,747",57.12,"$308,089,874",225000000,1066179747,308089874,Profit,8,2,B,1
256,8_3_B,pirates_3,Pirates of the Caribbean: At World’s End,2007,7.1,43.0,72,Gore Verbinski,6.96,"$300,000,000","$961,691,209",67.44,"$180,845,605",300000000,961691209,180845605,Profit,8,3,B,1
257,8_4_B,pirates_4,Pirates of the Caribbean: On Stranger Tides,2011,6.6,32.0,54,Rob Marshall,6.67,"$250,000,000","$1,046,721,266",52.39,"$273,360,633",250000000,1046721266,273360633,Profit,8,4,B,1
258,8_5_B,pirates_5,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,30.0,60,Joachim Rønning,6.77,"$230,000,000","$795,922,298",46.14,"$167,961,149",230000000,795922298,167961149,Profit,8,5,B,1
259,9_1_B,grudge_1,The Grudge,2004,5.9,41.0,46,Takashi Shimizu,5.44,"$10,000,000","$187,281,115",40.55,"$83,640,558",10000000,187281115,83640558,Profit,9,1,B,1
260,9_2_B,grudge_2,The Grudge 2,2006,5.1,12.0,40,Takashi Shimizu,5.44,"$20,000,000","$70,711,175",39.56,"$15,355,588",20000000,70711175,15355588,Profit,9,2,B,1
261,9_3_B,grudge_3,The Grudge 3,2009,4.6,0.0,27,Toby Wilkins,5.35,"$5,000,000","$1,869,127",41.22,"-$4,065,437",5000000,1869127,-4065437,Loss,9,3,B,0
262,9_4_B,grudge_4,The Grudge,2020,4.4,20.0,23,Nicolas Pesce,5.37,"$10,000,000","$49,511,319",35.78,"$14,755,660",10000000,49511319,14755660,Profit,9,4,B,1
263,10_1_B,oceans_1,Ocean’s Eleven,2001,7.7,83.0,80,Steven Soderbergh,6.55,"$85,000,000","$450,717,150",62.72,"$140,358,575",85000000,450717150,140358575,Profit,10,1,B,1
264,10_2_B,oceans_2,Ocean’s Twelve,2004,6.5,55.0,60,Steven Soderbergh,6.55,"$110,000,000","$362,744,280",53.98,"$71,372,140",110000000,362744280,71372140,Profit,10,2,B,1
265,10_3_B,oceans_3,Ocean’s Thirteen,2007,6.9,70.0,75,Steven Soderbergh,6.55,"$85,000,000","$311,312,624",44.7,"$70,656,312",85000000,311312624,70656312,Profit,10,3,B,1
270,12_1_B,cars_1,Cars,2006,7.3,74.0,80,John Lasseter,7.38,"$120,000,000","$461,996,328",55.31,"$110,998,164",120000000,461996328,110998164,Profit,12,1,B,1
271,12_2_B,cars_2,Cars 2,2011,6.2,40.0,50,John Lasseter,7.38,"$200,000,000","$559,853,036",54.26,"$79,926,518",200000000,559853036,79926518,Profit,12,2,B,1
272,12_3_B,cars_3,Cars 3,2017,6.7,70.0,69,Brian Fee,6.7,"$175,000,000","$383,930,656",40.59,"$16,965,328",175000000,383930656,16965328,Profit,12,3,B,1
273,13_1_B,narnia_1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,76.0,61,Andrew Adamson,7.08,"$180,000,000","$745,013,115",56.56,"$192,506,558",180000000,745013115,192506558,Profit,13,1,B,1
274,13_2_B,narnia_2,The Chronicles of Narnia: Prince Caspian,2008,6.5,66.0,73,Andrew Adamson,7.08,"$225,000,000","$419,665,568",64.61,"-$15,167,216",225000000,419665568,-15167216,Loss,13,2,B,0
275,13_3_B,narnia_3,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,50.0,58,Michael Apted,6.62,"$155,000,000","$415,686,217",43.63,"$52,843,109",155000000,415686217,52843109,Profit,13,3,B,1
276,14_1_B,hangover_1,The Hangover,2009,7.7,79.0,84,Todd Phillips,6.74,"$35,000,000","$469,329,059",54.13,"$199,664,530",35000000,469329059,199664530,Profit,14,1,B,1
277,14_2_B,hangover_2,The Hangover Part II,2011,6.5,35.0,52,Todd Phillips,6.74,"$80,000,000","$586,764,305",62.13,"$213,382,153",80000000,586764305,213382153,Profit,14,2,B,1
278,14_3_B,hangover_3,The Hangover Part III,2013,5.9,21.0,44,Todd Phillips,6.74,"$103,000,000","$362,000,072",42.61,"$78,000,036",103000000,362000072,78000036,Profit,14,3,B,1
290,16_1_B,crank_1,Crank,2006,6.9,62.0,71,Mark Neveldine,5.22,"$12,000,000","$42,931,041",56.74,"$9,465,521",12000000,42931041,9465521,Profit,16,1,B,1
291,16_2_B,crank_2,Crank: High Voltage,2009,6.1,64.0,49,Mark Neveldine,5.22,"$20,000,000","$34,572,541",53.4,"-$2,713,730",20000000,34572541,-2713730,Loss,16,2,B,0
297,18_1_B,meetparents_1,Meet the Parents,2000,7.0,85.0,79,Jay Roach,6.54,"$55,000,000","$330,444,045",48.78,"$110,222,023",55000000,330444045,110222023,Profit,18,1,B,1
298,18_2_B,meetparents_2,Meet the Fockers,2004,6.4,38.0,58,Jay Roach,6.54,"$80,000,000","$522,657,936",53.19,"$181,328,968",80000000,522657936,181328968,Profit,18,2,B,1
299,18_3_B,meetparents_3,Little Fockers,2010,5.5,9.0,34,Paul Weitz,6.13,"$100,000,000","$310,650,585",47.13,"$55,325,293",100000000,310650585,55325293,Profit,18,3,B,1
300,19_1_B,bourne_1,The Bourne Identity,2002,7.8,84.0,93,Doug Liman,6.5,"$60,000,000","$214,034,224",53.94,"$47,017,112",60000000,214034224,47017112,Profit,19,1,B,1
301,19_2_B,bourne_2,The Bourne Supremacy,2004,7.7,81.0,90,Paul Greengrass,6.96,"$75,000,000","$292,542,992",55.24,"$71,271,496",75000000,292542992,71271496,Profit,19,2,B,1
302,19_3_B,bourne_3,The Bourne Ultimatum,2007,8.0,92.0,91,Paul Greengrass,6.96,"$110,000,000","$442,824,138",54.24,"$111,412,069",110000000,442824138,111412069,Profit,19,3,B,1
303,19_4_B,bourne_4,The Bourne Legacy,2012,6.6,56.0,58,Tony Gilroy,6.63,"$125,000,000","$276,144,750",56.61,"$13,072,375",125000000,276144750,13072375,Profit,19,4,B,1
304,19_5_B,bourne_5,Jason Bourne,2016,6.6,55.0,55,Paul Greengrass,6.96,"$120,000,000","$415,484,914",50.86,"$87,742,457",120000000,415484914,87742457,Profit,19,5,B,1
305,20_1_B,iceage_1,Ice Age,2002,7.5,76.0,82,Carlos Saldanha,6.49,"$59,000,000","$383,257,136",40.29,"$132,628,568",59000000,383257136,132628568,Profit,20,1,B,1
306,20_2_B,iceage_2,Ice Age: The Meltdown,2006,6.8,56.0,71,Carlos Saldanha,6.49,"$80,000,000","$667,318,416",37.37,"$253,659,208",80000000,667318416,253659208,Profit,20,2,B,1
307,20_3_B,iceage_3,Ice Age: Dawn of the Dinosaurs,2009,6.9,46.0,63,Carlos Saldanha,6.49,"$90,000,000","$886,686,817",74.88,"$353,343,409",90000000,886686817,353343409,Profit,20,3,B,1
308,20_4_B,iceage_4,Ice Age: Continental Drift,2012,6.5,37.0,61,Steve Martino,6.77,"$95,000,000","$877,244,782",39.65,"$343,622,391",95000000,877244782,343622391,Profit,20,4,B,1
309,20_5_B,iceage_5,Ice Age: Collision Course,2016,5.7,18.0,39,Galen T. Chu,5.7,"$105,000,000","$408,754,975",43.05,"$99,377,488",105000000,408754975,99377488,Profit,20,5,B,1
313,22_1_B,nationaltreasure_1,National Treasure,2004,6.9,47.0,76,Jon Turteltaub,5.9,"$100,000,000","$347,512,530",63.21,"$73,756,265",100000000,347512530,73756265,Profit,22,1,B,1
314,22_2_B,nationaltreasure_2,National Treasure: Book of Secrets,2007,6.5,35.0,67,Jon Turteltaub,5.9,"$130,000,000","$459,242,249",58.2,"$99,621,125",130000000,459242249,99621125,Profit,22,2,B,1
315,23_1_B,hellboy_1,Hellboy,2004,6.9,81.0,66,Guillermo del Toro,7.09,"$66,000,000","$99,378,985",60.69,"-$16,310,508",66000000,99378985,-16310508,Loss,23,1,B,0
316,23_2_B,hellboy_2,Hellboy II: The Golden Army,2008,7.0,86.0,71,Guillermo del Toro,7.09,"$85,000,000","$168,319,243",52.86,"-$840,379",85000000,168319243,-840379,Loss,23,2,B,0
317,24_1_B,charliesangels_1,Charlie’s Angels,2000,5.6,68.0,45,McG,5.9,"$93,000,000","$264,105,545",50.53,"$39,052,773",93000000,264105545,39052773,Profit,24,1,B,1
